"county_name","FIPS","year","median_income","pct_poverty","pct_college"
"Williams",39171,2004,43176,13.75,12.87
"Williams",39171,2005,43176,13.75,12.87
"Williams",39171,2006,43176,13.75,12.87
"Williams",39171,2007,43176,13.75,12.87
"Williams",39171,2008,43176,13.75,12.87
"Williams",39171,2009,43176,13.75,12.87
"Williams",39171,2010,43176,13.75,12.87
"Williams",39171,2011,43176,13.75,12.87
"Williams",39171,2012,43176,13.75,12.87
"Williams",39171,2013,43089,13.7,12.85
"Williams",39171,2014,42455,14.49,13.7
"Williams",39171,2015,42492,14.91,13.87
"Williams",39171,2016,45044,14.4,14.2
"Williams",39171,2017,47593,13.53,14.57
"Williams",39171,2018,49491,13.7,14.98
"Williams",39171,2019,53183,11.17,15.25
"Williams",39171,2020,52855,10.96,15.09
"Williams",39171,2021,55030,10.74,14.57
"Williams",39171,2022,60632,11.19,14.41
"Williams",39171,2023,61834,11.94,14.23
"Williams",39171,2024,61834,11.94,14.23
"Wood",39173,2003,53441,13.78,29.35
"Wood",39173,2004,53441,13.78,29.35
"Wood",39173,2005,53441,13.78,29.35
"Wood",39173,2006,53441,13.78,29.35
"Wood",39173,2007,53441,13.78,29.35
"Wood",39173,2008,53441,13.78,29.35
"Wood",39173,2009,53441,13.78,29.35
"Wood",39173,2010,53441,13.78,29.35
"Wood",39173,2011,53441,13.78,29.35
"Wood",39173,2012,53441,13.78,29.35
"Wood",39173,2013,52069,14.67,29.47
"Wood",39173,2014,52758,14.79,30.79
"Wood",39173,2015,53577,14.32,31.12
"Wood",39173,2016,55985,13.73,31.68
"Wood",39173,2017,58033,13.39,32.23
"Wood",39173,2018,59789,13.3,33.13
"Wood",39173,2019,62390,12.92,33.52
"Wood",39173,2020,63189,13.09,34.33
"Wood",39173,2021,66337,12.64,36.26
"Wood",39173,2022,70537,12.92,37.51
"Wood",39173,2023,73124,12.04,37.36
"Wood",39173,2024,73124,12.04,37.36
"Wyandot",39175,2003,46129,9.36,13.16
"Wyandot",39175,2004,46129,9.36,13.16
"Wyandot",39175,2005,46129,9.36,13.16
"Wyandot",39175,2006,46129,9.36,13.16
"Wyandot",39175,2007,46129,9.36,13.16
"Wyandot",39175,2008,46129,9.36,13.16
"Wyandot",39175,2009,46129,9.36,13.16
"Wyandot",39175,2010,46129,9.36,13.16
"Wyandot",39175,2011,46129,9.36,13.16
"Wyandot",39175,2012,46129,9.36,13.16
"Wyandot",39175,2013,44448,11.1,11.95
"Wyandot",39175,2014,46904,11.27,12.98
"Wyandot",39175,2015,47555,11.78,14.12
"Wyandot",39175,2016,50723,11.1,14.63
"Wyandot",39175,2017,49767,11.35,14.96
"Wyandot",39175,2018,52940,9.51,15.74
"Wyandot",39175,2019,55767,7.44,17.16
"Wyandot",39175,2020,57925,7.17,19.29
"Wyandot",39175,2021,61626,6.98,19.41
"Wyandot",39175,2022,68552,6.9,21.19
"Wyandot",39175,2023,71878,7.49,20.68
"Wyandot",39175,2024,71878,7.49,20.68
